date_disclosed,country,ifc_country_code,sector,project_name,project_number,company_name,status,ifc_investment_for_risk_management_million_usd,ifc_investment_for_guarantee_million_usd,ifc_investment_for_loan_million_usd,ifc_investment_for_equity_million_usd,total_ifc_investment_as_approved_by_board_million_usd
08.02.13,Mexico,MXC,Infrastructure,Aura Solar,32871,SERVICIOS COMERCIALES DE ENERGIA SA DE CV,Completed,NA,NA,25,NA,25
08.02.13,South Africa,SOU,Infrastructure,Amakhala Wind,33257,AMAKHALA EMOYENI RE PROJECT 1 (RF) (PTY) LTD,Active,NA,NA,70.7,NA,70.7
07.02.13,Brazil,BRA,Financial Institutions,FIRST,32690,FIRST BRAZIL IMPACT INVESTING FUND LP,Completed,NA,NA,NA,15,15
07.02.13,Mongolia,MNG,Financial Institutions,Khan Bank Debt,33008,KHAN BANK LLC,Completed,NA,NA,30,NA,30
07.02.13,India,IND,Infrastructure,Snowman - IV,33009,SNOWMAN LOGISTICS LIMITED,Active,NA,NA,2.76,NA,2.76
07.02.13,India,IND,Financial Institutions,DHFL Loan,33320,DEWAN HOUSING FINANCE CORPORATION LIMITED,Active,NA,NA,70,NA,70
06.02.13,India,IND,"Tourism, Retail, and Property",Smart Value Homes Limited,32564,TATA VALUE HOMES LIMITED,Pending Approval,NA,NA,NA,25,25
05.02.13,Rwanda,RWA,Financial Institutions,AB Bank Rwanda,29680,AB BANK RWANDA LIMITED,Active,NA,NA,2.37,0.91,3.28
04.02.13,India,IND,Financial Institutions,DHFL Eduventures,32922,AVANSE FINANCIAL SERVICES LIMITED,Active,NA,NA,NA,2.26,2.26
01.02.13,India,IND,Manufacturing,UltraTech Cement Limited,32265,ULTRATECH CEMENT LIMITED,Completed,NA,NA,100,NA,100
01.02.13,Tunisia,TUN,Financial Institutions,Amen Bank Equity,32359,AMEN BANK SA,Completed,NA,NA,NA,5.63,5.63
01.02.13,Georgia,GEO,"Tourism, Retail, and Property",SB Real Estate,32574,JSC M2 REAL ESTATE,Completed,NA,NA,10,NA,10
31.01.13,Brazil,BRA,Financial Institutions,Gavea Credito,32993,GÃ¡vea CrÃ©dito Estruturado Fundo De Investimento Em Direitos CreditÃ³rios,Completed,NA,NA,19.03,9.52,28.55
29.01.13,Croatia,HRV,Infrastructure,Zagreb Airpor,31969,ZAIC - A LIMITED,Active,NA,NA,53.61,16.28,69.9
29.01.13,Caribbean Region,CRB,Health and Education,Portland Carib 2,32934,"PORTLAND CARIBBEAN FUND II, L.P.",Active,NA,NA,NA,20,20
25.01.13,India,IND,Infrastructure,Bhilwara Captive,33351,LNJ POWER VENTURES LIMITED,Active,NA,NA,7.56,NA,7.56
24.01.13,Peru,PER,Infrastructure,Callao Muelle Norte,33005,APM Terminals Callao S.A.,Active,NA,NA,75,NA,75
23.01.13,"Egypt, Arab Republic of",EGT,"Oil, Gas, and Mining",Transglobe,32875,TRANSGLOBE ENERGY CORPORATION,Completed,NA,0,34,8,42
22.01.13,Namibia,NAM,Health and Education,Trustco Equity,32336,TRUSTCO GROUP HOLDING (PTY) LTD,Completed,NA,NA,20.27,10.14,30.41
18.01.13,China,CHA,Agribusiness and Forestry,Anyou,31568,"Anyou Biotechnology Group Co.,Ltd.",Active,NA,NA,20,15,35
18.01.13,Jordan,JOR,Infrastructure,Tafila Wind,31627,JORDAN WIND PROJECT COMPANY PSC,Active,NA,NA,75,NA,75
18.01.13,China,CHA,Manufacturing,"Jiangxi Tianren Ecology Co., Ltd",32961,"Jiangxi Tianren Ecology Co., Ltd.",Active,NA,NA,20,8.5,28.5
17.01.13,Southern Europe Region,EUR,"Tourism, Retail, and Property",Schwarz III,32508,Schwarz Unternehmenstreuhand KG,Active,NA,NA,108.42,NA,108.42
16.01.13,Mexico,MXC,Agribusiness and Forestry,Norson S.A. de C.V.,32826,"Norson Holding, S. de R.L. de C.V.",Completed,NA,NA,40,NA,40
13.01.13,Colombia,CLM,Infrastructure,Pacific Infrastructure,31612,PACIFIC INFRASTRUCTURE VENTURES INC SUCURSAL COLOMBIA,Active,NA,NA,NA,75,75
11.01.13,Indonesia,INS,Financial Institutions,Hana Loan II,32852,"BANK KEB HANA, PT",Completed,NA,NA,30,NA,30
09.01.13,Peru,PER,Financial Institutions,BIF Equity,32354,Banco Interamericano de Finanzas,Active,NA,NA,NA,50,50
08.01.13,India,IND,"Oil, Gas, and Mining",Lighthouse II,32838,INDIA 2020 FUND II LIMITED,Active,NA,NA,NA,25,25
07.01.13,Africa Region,AFR,"Telecommunications, Media, and Technology",Flexenclosure,32417,FLEXENCLOSURE AB,Completed,NA,NA,NA,12.42,12.42
27.12.12,China,CHA,Financial Institutions,CHUEE SME BOB,32286,CHUEE Facility - Bank of Beijing,Active,NA,70.57,NA,NA,70.57
20.12.12,China,CHA,Financial Institutions,CHUEE SME BON,32512,BANK OF NANJING CO LTD,Completed,NA,40.1,NA,NA,40.1
19.12.12,China,CHA,Financial Institutions,CHUEE SME BOS,32287,CHUEE Facility - Bank of Shanghai,Active,NA,70.57,NA,NA,70.57
18.12.12,Sri Lanka,SRI,Financial Institutions,CF CBC Tier 2,31456,COMMERCIAL BANK OF CEYLON PLC,Active,NA,NA,NA,NA,NA
17.12.12,Philippines,PHL,Financial Institutions,CF RCBC Equity II,32853,RIZAL COMMERCIAL BANKING CORPORATION,Active,NA,NA,NA,NA,NA
14.12.12,Brazil,BRA,Infrastructure,Equatorial Energia S.A.,32170,EQUATORIAL ENERGIA SA,Completed,NA,NA,NA,98.58,98.58
10.12.12,China,CHA,Agribusiness and Forestry,Muyuan Loan,32156,"MUYUAN FOOD CO., LTD.",Completed,NA,NA,20,NA,20
10.12.12,Brazil,BRA,Health and Education,Mauricio de Nassau II,32648,Ser Educacional S/A.,Active,NA,NA,40,NA,40
30.11.12,Indonesia,INS,Agribusiness and Forestry,Wings - Beverage & Detergent Expansion (Indonesia),32208,"SAYAP MAS UTAMA, PT",Active,NA,NA,44,NA,44
30.11.12,Nigeria,NIR,Agribusiness and Forestry,Wings SouthSouth,32209,NATURAL PRIME RESOURCES NIGERIA LIMITED,Active,NA,NA,30.4,NA,30.4
28.11.12,East Asia and Pacific Region,EAP,Manufacturing,Quadria Capital,31890,Quadria Capital Fund L.P.,Active,NA,NA,NA,25,25
21.11.12,Ukraine,UKR,Financial Institutions,ALD Automotive II Ukraine,32191,ALD AUTOMOTIVE UKRAINE LIMITED LIABILITY COMPANY,Completed,NA,NA,5,NA,5
21.11.12,Turkey,TUR,Manufacturing,Earlybird Venture Capital,32659,EARLYBIRD DIGITAL EAST FUND 2012 SCA SICAR,Active,NA,NA,NA,25,25
21.11.12,East Asia and Pacific Region,EAP,Infrastructure,"Armstrong South East Asia Clean Energy Fund, L.P.",32754,ARMSTRONG SOUTH EAST ASIA CLEAN ENERGY FUND L.P.,Active,NA,NA,NA,20,20
20.11.12,Bhutan,BHU,Financial Institutions,BNB Bhutan,30510,BHUTAN NATIONAL BANK,Active,NA,NA,NA,28.93,28.93
20.11.12,China,CHA,Health and Education,Concord Medical,32391,Concord Medical Services Holdings Limited,Completed,NA,NA,50,NA,50
20.11.12,Afghanistan,AFG,"Telecommunications, Media, and Technology",Telecom Development Company Afghanistan,32476,TELECOM DEVELOPMENT COMPANY AFGHANISTAN LTD,Active,NA,NA,65,NA,65
19.11.12,MENA Region,EMN,Financial Institutions,GTLP Extn FIM Bank,32558,FIMBANK P.L.C.,Completed,NA,NA,30,NA,30
16.11.12,India,IND,"Tourism, Retail, and Property",Value and Budget Housing Corporation,28392,VBHC VALUE HOMES PRIVATE LIMITED,Active,NA,NA,NA,11.06,11.06
16.11.12,India,IND,Infrastructure,SEI Solar Power Pvt. Ltd,30053,SEI Solar Power Private Limited,Completed,NA,NA,12.2,NA,12.2
16.11.12,World Region,WLD,Financial Institutions,CCFP BTMU,32784,"MUFG BANK, LTD.",Completed,NA,100,NA,NA,100
13.11.12,World Region,WLD,Agribusiness and Forestry,CCFP SocGen II,32944,SOCIETE GENERALE SA,Completed,NA,NA,150,NA,150
13.11.12,Russian Federation,RUS,"Oil, Gas, and Mining","Almaz Capital Russia Fund II, LP",31204,ALMAZ CAPITAL RUSSIA,Active,NA,NA,NA,25,25
12.11.12,Bangladesh,BAN,"Tourism, Retail, and Property",Ananta Apparels Limited,32376,ANANTA APPARELS LTD.,Active,NA,NA,6.25,2,8.25
12.11.12,World Region,WLD,Financial Institutions,Root Capital,32518,Root Capital Inc.,Completed,NA,NA,5,NA,5
12.11.12,MENA Region,EMN,Agribusiness and Forestry,GC Credit,32640,GC CREDIT OPPORTUNITIES GP LIMITED,Active,NA,NA,NA,20,20
12.11.12,Pakistan,PAK,Infrastructure,Tenaga Generasi Limited,30145,TENAGA GENERASI LIMITED,Active,NA,NA,22,7.5,29.5
09.11.12,World Region,WLD,Agribusiness and Forestry,CCFP Global II,32945,CCFP Global II,Pending Approval,NA,NA,NA,NA,NA
08.11.12,Brazil,BRA,Financial Institutions,BI Gender Incl,32605,BANCO INDUSTRIAL DO BRASIL S.A.,Completed,NA,NA,15,NA,15
07.11.12,Gabon,GAB,Manufacturing,Gabon Fertilizer Company,31629,GABON FERTILIZER COMPANY SA,Hold,NA,NA,NA,NA,NA
06.11.12,Cambodia,KAM,Financial Institutions,CF ACLEDA subdebt 2,32642,ACLEDA BANK PLC.,Active,NA,NA,NA,NA,NA
06.11.12,Uganda,UAN,Infrastructure,Umeme Ltd,32795,UMEME LTD,Active,NA,NA,NA,10,10
06.11.12,World Region,WLD,Health and Education,GHIF,33006,GLOBAL HEALTH INVESTMENT FUND,Active,NA,NA,NA,10,10
02.11.12,Turkey,TUR,Health and Education,Plato,32583,ISTANBUL AYVANSARAY UNIVERSITESI,Active,NA,NA,6,NA,6
02.11.12,Philippines,PHL,Manufacturing,Navegar I,32663,NAVEGAR I LP,Active,NA,NA,NA,20,20
31.10.12,Latin America Region,LAC,Agribusiness and Forestry,Amerra Fund,31891,AMERRA LATIN AMERICA FINANCE LLC,Completed,NA,NA,50,NA,50
31.10.12,Brazil,BRA,Agribusiness and Forestry,Klabin Celulose,31903,Klabin S A,Completed,NA,NA,100,0,100
31.10.12,Jordan,JOR,Financial Institutions,Tamweelcom II,32606,THE JORDAN MICRO FINANCE COMPANY,Completed,NA,NA,2,NA,2
31.10.12,Ukraine,UKR,Agribusiness and Forestry,MHP WCF,32632,"Myronivsky Khliboprodukt, Publichne AT",Completed,NA,NA,50,NA,50
31.10.12,Bangladesh,BAN,Manufacturing,BML-Brummer,32657,BUTTERFLY MARKETING LTD,Active,NA,NA,20,6.38,26.38
30.10.12,Russian Federation,RUS,Infrastructure,BR Further Inv,32872,BRUNSWICK RAIL FINANCE LIMITED,Completed,NA,NA,50,NA,50
25.10.12,World Region,WLD,Financial Institutions,Eleni&Associates,32641,ELENI LLC,Completed,NA,NA,0,2.5,2.5
20.10.12,India,IND,Manufacturing,OCL II,32057,OCL INDIA LIMITED,Completed,NA,NA,40,NA,40
19.10.12,Sri Lanka,SRI,Financial Institutions,Cargills Agriculture and Commercial Bank,30421,CARGILLS BANK LIMITED,Completed,NA,NA,7,3.88,10.88
19.10.12,Afghanistan,AFG,Manufacturing,APC - Arian Pole,31874,RGM INTERNATIONAL GROUP LLC,Hold,NA,NA,NA,NA,NA
19.10.12,Nigeria,NIR,Manufacturing,Eleme Fertilizer,30967,INDORAMA ELEME FERTILIZER AND CHEMICALS LTD,Active,NA,NA,150,NA,150
19.10.12,South Africa,SOU,Agribusiness and Forestry,Hans Merensky,31557,HANS MERENSKY HOLDINGS (PTY) LTD,Active,NA,NA,NA,34.59,34.59
18.10.12,Russian Federation,RUS,Health and Education,City of Craftsmen,31730,"MASTERSLAVL, AO",Pending Approval,NA,NA,4.5,NA,4.5
18.10.12,China,CHA,Manufacturing,"Shandong Changlin Deutz-Fahr Machinery Co., Ltd.",32255,"SHANDONG CHANGLIN DEUTZ-FAHR MACHINERY CO., LTD.",Active,NA,NA,13.01,NA,13.01
17.10.12,Mexico,MXC,Financial Institutions,Navix de mexico S.A. de C.V. SOFOM E.N.R.,31757,"Navix de MÃ©xico, S.A. de C.V., SOFOM, E.N.R.",Pending Approval,NA,NA,10,NA,10
15.10.12,World Region,WLD,Financial Institutions,MicroEnsure,30925,MICROENSURE HOLDINGS LIMITED,Active,NA,NA,0.86,1.31,2.18
10.10.12,Colombia,CLM,"Telecommunications, Media, and Technology",VMLA - Colombia,32532,VIRGIN MOBILE COLOMBIA S A S,Active,NA,NA,14,NA,14
04.10.12,Russian Federation,RUS,Financial Institutions,SME South Russia,32627,"TSENTR-INVEST, OAO KB",Completed,NA,NA,29.15,NA,29.15
03.10.12,Colombia,CLM,Financial Institutions,GFO Loan,32071,GRUPO FACTORING DE OCCIDENTE S A S,Completed,NA,NA,5,NA,5
28.09.12,Costa Rica,COS,Financial Institutions,BG Costa Rica,31846,BANCO GENERAL (COSTA RICA) SOCIEDAD ANONIMA,Completed,NA,NA,20,NA,20
28.09.12,Myanmar,BUA,Financial Institutions,ACLEDA Myanmar I,32731,"ACLEDA MFI MYANMAR CO., LTD.",Completed,NA,NA,2,0,2
28.09.12,Mongolia,MNG,"Tourism, Retail, and Property",MCS Property,31669,MCS PROPERTIES HOLDING LLC,Active,NA,NA,60,NA,60
25.09.12,China,CHA,Financial Institutions,CHUEE Jiangsu,32288,"Bank of Jiangsu Co., Ltd.",Completed,NA,74.07,NA,NA,74.07
24.09.12,Serbia,SRB,Agribusiness and Forestry,Victoria Group,31072,VICTORIA GROUP AD BEOGRAD,Completed,NA,NA,74.13,NA,74.13
20.09.12,Southern Europe Region,EUR,Agribusiness and Forestry,Atlantic Group,32454,ATLANTIC TRADE d.o.o.,Active,NA,NA,65.03,NA,65.03
14.09.12,Nigeria,NIR,Financial Institutions,Access RSF,32192,RSF Access Bank,Active,NA,11.13,NA,NA,11.13
14.09.12,India,IND,Infrastructure,Ecolibrium Enegy Pvt. Ltd.,32593,ECOLIBRIUM ENERGY PRIVATE LIMITED,Completed,NA,NA,NA,0.75,0.75
14.09.12,Nigeria,NIR,Financial Institutions,Access AMSME,32193,ACCESS BANK PLC,Active,NA,NA,50,NA,50
13.09.12,Colombia,CLM,Financial Institutions,Credivalores,31726,CREDIVALORES CREDISERVICIOS S A S,Completed,NA,NA,25,NA,25
11.09.12,Russian Federation,RUS,Infrastructure,KKS-Group,31759,PJSC CCS GROUP,Active,NA,NA,18.22,7.67,25.89
10.09.12,Africa Region,AFR,Financial Institutions,FINCA Africa,31698,FINCA Africa,Active,NA,NA,15,NA,15
07.09.12,India,IND,Infrastructure,NSL Wind,30596,NSL WIND POWER COMPANY (SATARA) PRIVATE LIMITED,Completed,NA,NA,18.8,NA,18.8
06.09.12,Azerbaijan,AZE,Financial Institutions,AccessBank MSME,32220,ACCESSBANK CJSC,Completed,NA,NA,15,NA,15
06.09.12,Chile,CHL,Financial Institutions,Project Golf SME,32307,Banco de Credito e Inversiones,Completed,NA,NA,75,NA,75
06.09.12,World Region,WLD,Health and Education,Laureate Equity,32475,"Laureate Education, Inc.",Active,NA,NA,NA,100,100
05.09.12,Ukraine,UKR,"Tourism, Retail, and Property",Auchan Ukraine,32366,REAL ESTATE FCAU,Active,NA,NA,75,NA,75
05.09.12,Kenya,KEN,Financial Institutions,Gulf African Bank,25786,Gulf African Bank Ltd,Active,NA,NA,NA,4.98,4.98
04.09.12,Croatia,HRV,Financial Institutions,SocGenCroa_AGRI,32317,SPLITSKA BANKA D.D.,Completed,NA,NA,65.03,NA,65.03
31.08.12,Serbia,SRB,Financial Institutions,KBB Mortgage,32554,KOMERCIJALNA BANKA,Completed,NA,NA,66.93,NA,66.93
27.08.12,Jordan,JOR,Financial Institutions,MEMCC II,31262,Vitas Jordan,Completed,NA,NA,2,NA,2
27.08.12,Bangladesh,BAN,"Telecommunications, Media, and Technology",bKash,31958,BKASH LIMITED,Active,NA,NA,NA,10,10
27.08.12,Turkey,TUR,Agribusiness and Forestry,CPLF-ModernKarto,32285,MODERN KARTON SANAYI VE TICARET ANONIM SIRKETI,Completed,NA,NA,125,NA,125
24.08.12,China,CHA,Financial Institutions,Peak Reinsurance Holdings Ltd.,30533,Peak Reinsurance Company Limited,Completed,NA,NA,NA,82.5,82.5
23.08.12,Caribbean Region,CRB,Infrastructure,InterEnergy Holdings Inc.,26221,INTERENERGY HOLDINGS INC,Active,NA,NA,NA,50,50
23.08.12,Cote d'Ivoire,IVC,Infrastructure,IAS,32061,INTERNATIONAL AIRCRAFT SERVICES LIMITED,Completed,NA,NA,7,NA,7
23.08.12,World Region,WLD,Infrastructure,Organica Water,32423,ORGANICA WATER INC,Active,NA,NA,NA,5,5
22.08.12,Mongolia,MNG,"Oil, Gas, and Mining",Oyu Tolgoi LLC,29007,OYU TOLGOI LLC,Active,NA,NA,400,NA,400
21.08.12,Brazil,BRA,Health and Education,Alliar,31524,CENTRO DE IMAGEM DIAGNOSTICOS SA,Active,NA,NA,50,0,50
20.08.12,China,CHA,Agribusiness and Forestry,Nature Forestry,31815,NATURE HOME HOLDING COMPANY LIMITED,Completed,NA,NA,40,NA,40
17.08.12,Liberia,LIB,"Oil, Gas, and Mining",Dugbe Gold Project,32177,HUMMINGBIRD RESOURCES PLC,Completed,NA,NA,NA,8.71,8.71
17.08.12,Dominican Republic,DOM,Infrastructure,Parques Eolicos del Caribe S.A.,32227,PARQUES EOLICOS DEL CARIBE S.A.,Active,NA,NA,32,NA,32
17.08.12,East Asia and Pacific Region,EAP,"Telecommunications, Media, and Technology",Stone Apple,32431,STONE APPLE SOLUTIONS PTE. LTD.,Hold,NA,NA,10,NA,10
17.08.12,Mexico,MXC,"Oil, Gas, and Mining",Calidra International,31587,"Grupo Calidra, S.A. de C.V.",Completed,NA,NA,50,NA,50
15.08.12,Pakistan,PAK,Financial Institutions,Khushhali Bank Limited,31539,Khushhali Bank Limited,Hold,NA,NA,NA,NA,NA
14.08.12,Thailand,THL,Financial Institutions,Bank of Ayudhya flood relief,31686,BANK OF AYUDHYA PUBLIC COMPANY LIMITED,Completed,NA,NA,200,NA,200
10.08.12,Ukraine,UKR,Agribusiness and Forestry,Agrofusion,32322,FE INTEGRATED AGROSYSTEMS,Active,NA,NA,16,NA,16
08.08.12,Russian Federation,RUS,Health and Education,"CapMan Russia II Fund, L.P.",32117,CAPMAN PRIVATE EQUATY ADVISORS LIMITED,Active,NA,NA,NA,19.51,19.51
06.08.12,Nigeria,NIR,Financial Institutions,"Loan to LAPO Microfinance Bank, Nigeria",31892,LAPO MICROFINANCE BANK LTD,Active,NA,NA,5.09,NA,5.09
03.08.12,Kenya,KEN,Agribusiness and Forestry,KTDA,32216,KENYA TEA DEVELOPMENT AGENCY HOLDINGS LTD,Completed,NA,NA,12,NA,12
30.07.12,Turkey,TUR,Infrastructure,Farcan Enerji Uretim Anonim Sirketi,32503,ACWA GUC ELEKTRIK ISLETME VE YONETIM SANAYI VE TICARET ANONIM SIRKETI,Active,NA,NA,125,NA,125
27.07.12,Chile,CHL,Financial Institutions,Amalia EQ,32316,ITAU CORPBANCA,Active,NA,NA,NA,150,150
26.07.12,Ukraine,UKR,Manufacturing,JV East,31723,"Okkoskhidinvest, TOV",Active,NA,NA,30,NA,30
25.07.12,Uruguay,URU,Infrastructure,HDB Barging,31445,GIROCANTEX S.A.,Active,NA,NA,75,NA,75
23.07.12,Kenya,KEN,Financial Institutions,Housing Finance Co. of Kenya - Green Financing,31634,HOUSING FINANCE COMPANY OF KENYA LTD,Completed,NA,NA,16,NA,16
20.07.12,Mexico,MXC,Health and Education,Edilar,31095,"Edilar, S.A. de C.V.",Completed,NA,NA,14.71,NA,14.71
13.07.12,Colombia,CLM,"Oil, Gas, and Mining",PetroNova,32075,GRAN TIERRA COLOMBIA INC SUCURSAL,Completed,NA,NA,0,43.79,43.79
12.07.12,Ukraine,UKR,Agribusiness and Forestry,Astarta,30830,"ASTARTA-KYIV,TOV",Active,NA,NA,50,NA,50
09.07.12,India,IND,Health and Education,Educomp,32040,EDUCOMP SOLUTIONS LIMITED,Active,NA,NA,40,15,55
09.07.12,Africa Region,AFR,"Telecommunications, Media, and Technology",Helios HTA II,32555,HELIOS TOWERS AFRICA LLP,Hold,NA,NA,NA,NA,NA
29.06.12,Turkey,TUR,Financial Institutions,Finansbank DPR,31274,QNB FINANSBANK,Completed,NA,NA,75,NA,75
29.06.12,Costa Rica,COS,Infrastructure,Reventazon HPP,31383,Fideicomiso Uno P.H. Reventazon /I.C.E./ Scotiabank 2013,Active,NA,NA,100,NA,100
27.06.12,Russian Federation,RUS,Financial Institutions,Elbrus Capital Fund II,32105,Elbrus Capital Fund II LP,Active,NA,NA,NA,20,20
20.06.12,Mauritania,MTA,Manufacturing,IFC/SG MRT Trade,32329,B.B.ENERGY (GULF) DMCC,Completed,NA,NA,150,NA,150
15.06.12,MENA Region,EMN,Infrastructure,SES Power,31863,SMART ENERGY SOLUTION,Active,NA,NA,12,5.1,17.1
14.06.12,India,IND,Infrastructure,Azure Rooftop,32148,AZURE SUN ENERGY PRIVATE LIMITED,Active,NA,NA,4.6,NA,4.6
13.06.12,Sri Lanka,SRI,"Tourism, Retail, and Property",Softlogic Plc,31894,CEYSAND RESORTS LTD,Completed,NA,NA,25,NA,25
11.06.12,China,CHA,Financial Institutions,F-Road,31937,"Shanghai F-Road Commercial Service Co., Ltd.",Completed,NA,NA,NA,7.88,7.88
01.06.12,Russian Federation,RUS,Financial Institutions,ATB A+B SME Loan,31537,AZIATSKO-TIKHOOKEANSKI BANK PAO,Active,NA,NA,30.88,NA,30.88
01.06.12,Peru,PER,Financial Institutions,BIF III,31778,Banco Interamericano de Finanzas,Completed,NA,NA,15,NA,15
29.05.12,Turkey,TUR,Health and Education,OzU,32026,OZYEGIN UNIVERSITESI,Active,NA,NA,42.5,NA,42.5
28.05.12,India,IND,Manufacturing,Ramkrishna Forgings Limited,30610,RAMKRISHNA FORGINGS LIMITED,Active,NA,NA,15,4.94,19.94
24.05.12,Thailand,THL,Manufacturing,SRF Industries (Thailand) Limited,31995,SRF INDUSTRIES (THAILAND) LIMITED,Active,NA,NA,45,NA,45
23.05.12,Georgia,GEO,Financial Institutions,BOG IV,30683,JSC BANK OF GEORGIA,Completed,NA,NA,25,NA,25
22.05.12,Kenya,KEN,Financial Institutions,Coop Bank Kenya,31321,THE CO-OPERATIVE BANK OF KENYA LIMITED,Active,NA,NA,60,NA,60
22.05.12,East Asia and Pacific Region,EAP,Health and Education,IHH Healthcare Berhad,32237,IHH HEALTHCARE BERHAD,Completed,NA,NA,NA,47.29,47.29
21.05.12,Romania,ROM,Financial Institutions,Patria Credit,31871,PATRIA CREDIT INSTITUTIE FINANCIARA NEBANCARA S.A.,Completed,NA,NA,11,NA,11
18.05.12,Dominican Republic,DOM,Financial Institutions,CF - Banco BHD Subordinated Debt,30926,BANCO MULTIPLE BHD LEON SA,Active,NA,NA,NA,NA,NA
17.05.12,Turkey,TUR,Financial Institutions,Izmir Muni,31733,Izmir Metropolitan Municipality,Active,NA,NA,58.53,NA,58.53
16.05.12,World Region,WLD,Infrastructure,Aqualia Capital,29131,FCC AQUALIA SA.,Completed,NA,NA,NA,NA,NA
16.05.12,Philippines,PHL,Agribusiness and Forestry,DARP_Planters,31394,PHILIPPINE ASSET GROWTH TWO INC,Active,NA,NA,24.33,NA,24.33
15.05.12,Russian Federation,RUS,Manufacturing,CPLF - KuAz,30915,KUIBYSHEVAZOT PAO,Active,NA,NA,125,NA,125
11.05.12,India,IND,Financial Institutions,Dakshin,31630,Company Name Pending,Active,NA,NA,74.99,0.01,75
10.05.12,China,CHA,Financial Institutions,GTLP RMB Trade Asset Facility,30374,GTLP RTAF Standard Chartered Bank,Completed,NA,NA,250,NA,250
10.05.12,Turkey,TUR,Agribusiness and Forestry,KKagit,31836,KIPAS KAGIT SANAYI ISLETMELERI ANONIM SIRKETI,Completed,NA,NA,50,NA,50
09.05.12,Moldova,MDA,Agribusiness and Forestry,Trans-Oil,31432,Aragvi Holding International Limited,Completed,NA,NA,40,15,55
08.05.12,South Africa,SOU,Manufacturing,SRF South Africa,31885,SRF FLEXIPAK (SOUTH AFRICA) (PTY) LTD,Active,NA,NA,40,NA,40
04.05.12,India,IND,Financial Institutions,Ujjivan,30283,UJJIVAN FINANCIAL SERVICES LIMITED,Active,NA,NA,NA,8.01,8.01
04.05.12,Chile,CHL,"Telecommunications, Media, and Technology",VMLA - Chile,31812,Virgin Mobile Chile Spa,Active,NA,NA,20,NA,20
04.05.12,India,IND,Financial Institutions,Equitas,32284,Equitas Holdings Limited,Active,NA,NA,NA,17.81,17.81
03.05.12,Bangladesh,BAN,Manufacturing,Holcim BD,31883,HOLCIM CEMENT (BANGLADESH) LTD,Hold,NA,NA,NA,NA,NA
01.05.12,World Region,WLD,Financial Institutions,GTLP Extn SCB,32348,STANDARD CHARTERED PLC,Completed,NA,NA,250,NA,250
30.04.12,India,IND,Manufacturing,Inabensa Bharat,31712,INABENSA BHARAT PRIVATE LIMITED,Completed,NA,NA,14,NA,14
30.04.12,Colombia,CLM,"Telecommunications, Media, and Technology",Recaudo Bogota,31907,RECAUDO BOGOTA SAS,Active,NA,NA,60,NA,60
30.04.12,Vietnam,VNM,"Telecommunications, Media, and Technology",OCB SLF,31935,ORIENT COMMERCIAL JOINT STOCK BANK,Completed,NA,NA,10,NA,10
30.04.12,Albania,ALB,Financial Institutions,Credins EE/RE,32190,BANKA CREDINS SH.A.,Completed,NA,NA,11.32,NA,11.32
28.04.12,Vietnam,VNM,"Telecommunications, Media, and Technology",Techcombank SLF,31963,VIETNAM TECHNOLOGICAL AND COMMERCIAL JOINT STOCK BANK,Completed,NA,NA,30,NA,30
28.04.12,Sri Lanka,SRI,Financial Institutions,RenewGen Debt,32295,RENEWGEN ENVIRONMENT PROTECTION KOTTE PVT LTD,Pending Approval,NA,NA,4,NA,4
28.04.12,Sri Lanka,SRI,Financial Institutions,RenewGen,31944,RENEWGEN ENVIRONMENT PROTECTION KOTTE PVT LTD,Active,NA,NA,NA,5,5
27.04.12,Romania,ROM,Financial Institutions,BT Conv. Bond,31613,BANCA TRANSILVANIA SA,Completed,NA,NA,24.56,0,24.56
27.04.12,China,CHA,Financial Institutions,JFLC Loan,31941,"Jiangsu Financial Leasing Co., Ltd.",Completed,NA,NA,49.46,NA,49.46
27.04.12,Cambodia,KAM,Financial Institutions,Prasac Snr Loan,32141,PRASAC MICROFINANCE INSTITUTION LIMITED,Completed,NA,NA,5,NA,5
27.04.12,Cambodia,KAM,Financial Institutions,ACLEDA SME loan,32207,ACLEDA BANK PLC.,Completed,NA,NA,10,NA,10
27.04.12,Indonesia,INS,Agribusiness and Forestry,FHP Indonesia I,31827,"FALCON HOUSE PARTNERS INDONESIA FUND I, L.P.",Active,NA,NA,NA,25,25
26.04.12,Russian Federation,RUS,Health and Education,Chuvashia 2012,31877,Chuvash Republic,Completed,NA,NA,30.17,NA,30.17
26.04.12,"Egypt, Arab Republic of",EGT,"Telecommunications, Media, and Technology",Fawry I,31920,FAWRY FOR BANKING AND PAYMENT TECHNOLOGY SERVICES SAE,Active,NA,NA,NA,6,6
26.04.12,South Africa,SOU,Agribusiness and Forestry,Farmsecure RSF,31519,FARMSECURE HOLDINGS (PTY) LTD,Completed,NA,NA,58.8,NA,58.8
